speaker,text,split
Phoebe Buffay,Hands.,train
Joey Tribbiani,"Hands! It is absolutely essential that you tell me what room the man my assistant described is staying in. He's a patient of mine, I've been treating him for years!",train
Joey Tribbiani,"816, thank you!",train
Phoebe Buffay,Thank you.,train
Joey Tribbiani,And what is his name?,train
Phoebe Buffay,No!,train
Monica Geller,I think we found a place.,train
Chandler Bing,Okay.,train
Monica Geller,"Umm, wait! Do you want to set the mood a little?",train
Chandler Bing,"Okay. Uh, we'll dim the lights, dim the lights. Or turn them out all together. Uh, no scented candles. Okay here. Here we go.",train
Monica Geller,"Okay! Okay! Make me sterile, but okay.",train
Monica Geller,Okay. Let's hurry-Oh wait! Do we have a condom? Oh right!,train
Chandler Bing,"Yes, 98.6. You're gonna be fine.",train
Phoebe Buffay,"Ooh, this is it! Oh, that's him! That's him!",train
Joey Tribbiani,Great! Go get him.,train
Phoebe Buffay,"Wait a second, or maybe you can go in first.",train
Joey Tribbiani,He's not really my type.,train
Phoebe Buffay,"No not you, Dr. Drake Remoray. You can ask him questions and see what's he like. People tell doctors everything.",train
Joey Tribbiani,But you said he was this great guy!,train
Phoebe Buffay,"But lately all the guys I meet seem really nice at first, then they turn out to be the biggest jerks.",train
Joey Tribbiani,You do attract some stinkers.,train
Rachel Green,"Dr. Long, I've been at this for seventeen hours! Three women have come and gone with their babies, you gotta give me some good news! How many centimeters am I dilated? Eight? Nine?",train
Ross Geller,Just three?! I'm dilated three!,train
Rachel Green,"Hey, y'know what? I'm not waiting! I'm gonna push this baby out! I'm doing it! I mean it's what? Three centimeters? That's gotta be like this!",train
Ross Geller,Actually it's more like this.,train
Rachel Green,Oh stupid metric system!,train
Rachel Green,Oh for the love of God!,train
Rachel Green,Oh come on!!,train
Joey Tribbiani,Hi! I'm Dr. Drake Remoray and I have a few routine questions I need to ask you.,train
Joey Tribbiani,"I know, but I'm a neurologist. And just to be on the safe side, Dr. Wells wanted a more comprehensive overview of you status so he sent me.",train
Joey Tribbiani,"That was a test. Good response. All right, full name.",train
Joey Tribbiani,Date of birth?,train
Joey Tribbiani,Age?,train
Joey Tribbiani,"I'm a doctor Cliff, not a mathematician.",train
Joey Tribbiani,"Okay. And uh, are you married.",train
Joey Tribbiani,"Oh really? So, 33 and still single, would you say you have commitment issues?",train
Joey Tribbiani,Yes.,train
Joey Tribbiani,Oh that's terrible. I'm-I'm really sorry.,train
Joey Tribbiani,Hmm. Do you sleep with women and never call them again?,train
Joey Tribbiani,"Excellent! Excellent! And uh, finally, are you into any weird stuff y'know, sexually?",train
Joey Tribbiani,"Oooh, wrong answer.",train
Rachel Green,"Okay! Okay wait! You listen to me! You listen to me! Since I have been waiting four women, that's four, one higher than the number of centimeters that I am dilated, have come and gone with their babies! I'm next! It's my turn! It's only fair! And if you bring in one woman and she has her baby before me I'm going to sue you! Not this hospital, I'm going to sue you! And my husband he's a lawyer!",train
Ross Geller,Uh Rach...,train
Rachel Green,Go get back on that case honey!,train
Rachel Green,"Okay, well then bring her in.",train
Ross Geller,And yet somehow it's true!,train
Ross Geller,Squeeze your legs together and cover the baby's ears!,train
Ross Geller,Really?,train
Rachel Green,Oh!,train
Ross Geller,Oh there you go!,train
Rachel Green,I get it!,train
Rachel Green,Oh we-we didn't.,train
Ross Geller,No-no. We...,train
Ross Geller,"Um uh...We're-we're just having this baby together but uh, uh that's all.",train
Ross Geller,"Uh well umm...we're just not in that place, y'know? But we're very excited about this.",train
Rachel Green,Just tell me how.,train
Ross Geller,Sid you lucky deaf bastard.,train
Phoebe Buffay,What else? What else?,train
Joey Tribbiani,"Uh, well he's 33.",train
Phoebe Buffay,Oh. Ah-uh.,train
Joey Tribbiani,A widower.,train
Phoebe Buffay,Oh.,train
Joey Tribbiani,"He seemed like a stand up guy. Oh, and he's not into anything weird sexually.",train
Phoebe Buffay,Enter Pheebs.,train
Chandler Bing,Should we tell Rachel there's an empty private room right next door to hers?,train
Monica Geller,"We could, or we can have sex in it.",train
Chandler Bing,"Well let me think about that, while I remove my pants!",train
Monica Geller,Okay mister! Fertilize me!,train
Monica Geller,Does that sound like Janice?,train
Chandler Bing,"If it's not, then there's two of them. And that would mean it's the end of the world!",train
Monica Geller,Hey!,train
Ross Geller,Hey!,train
Chandler Bing,Hi.,train
Rachel Green,Oh hi.,train
Monica Geller,I can't believe this is taking so long. How are you doing?,train
Rachel Green,Oh not bad. Do you know that feeling when you're trying to blow a Saint Bernard out your ass?,train
Chandler Bing,Weirdest thing. Did I hear--Mother of God it's true!,train
Chandler Bing,Jan-Janice!,train
Ross Geller,"Not just Janice, Janice in labor, contracting and everything.",train
Chandler Bing,Janice I didn't even know you were pregnant! Who's the unwitting human who's essence you've stolen?,train
Chandler Bing,What?!,train
Chandler Bing,That's funny. Does it-does it hurt? Does the labor hurt?,train
Phoebe Buffay,"Okay I've got one for you, if you had too which one would you rather eat, a seeing eye dog or a talking gorilla?",train
Phoebe Buffay,Somebody went to college. Wow. What is it? I'm sorry.,train
Phoebe Buffay,"Oh, I'll get it.",train
Phoebe Buffay,"Relax, it's not like we're forking.",train
Rachel Green,Oh that's five Ross. Five women have had five babies! And I have had no babies! Why doesn't she want to come out?,train
Ross Geller,Y'know what I think it is? I think you've made such a nice home for her over the last nine months that she just doesn't want to leave.,train
Rachel Green,Oh. Look at you making up crap for me. Oh God!,train
Rachel Green,Doctor you gotta do something! I think you gotta give me drugs or you gotta light a fire up in there and just smoke it out.,train
Rachel Green,What?,train
Rachel Green,My God. Okay. Ha-ha-ha beat ya! Sucker!,train
Phoebe Buffay,Y'know what? This one is.,train
Phoebe Buffay,"Huh. Okay, Mr. Perkazet.",train
Phoebe Buffay,"Cliff, do you really believe that a character from a TV show was here in your room?",train
Joey Tribbiani,"Rachel's having her baby!! Which is of no interest to me, I'm a neurologist.",train
Phoebe Buffay,"Okay. Okay. I-Okay umm...this...I-I sent my friend Joey in here to find out stuff about you. Umm y'know, if it helps you came off great. A lot better than I'm coming off right now.",train
Joey Tribbiani,Fake? Excuse me? Hello?,train
Phoebe Buffay,"You're right, that was wrong. I'm sorry. I'm so sorry. It's just that I liked you so much. Can we just, can we just start over?",train
Joey Tribbiani,"Uh, if I may? Umm-umm look, Cliff, you told me a lot of personal stuff about you, right? And maybe-maybe it would if-if would help if-if you knew some personal stuff about her. Uh, she was married to a gay ice dancer. Uh, she gave birth to her brother's triplets. Oh! Oh! Her-her twin sister used to do porn!",train
Phoebe Buffay,"Uh Joey, we're trying to dial down the crazy.",train
Joey Tribbiani,Right!,train
Phoebe Buffay,"Umm, look we don't, we don't really know each other so it would be really easy to just forget about this, but there seems to be something between us. And I don't know about you but that doesn't happen to me a lot.",train
Joey Tribbiani,Me neither.,train
Rachel Green,3-2-1 oh!!,train
Rachel Green,"I can't. I can't push anymore, I can't.",train
Ross Geller,Sweetie you're doing great.,train
Rachel Green,Oh God twenty seconds my ass!!,train
Ross Geller,What? You do? You do? Oh my God!,train
Rachel Green,"Don't say, ""Oh my God!"" Oh my God what?",train
Ross Geller,What is that?,train
Ross Geller,"Oh thank God, I thought she had two heads.",train
Rachel Green,Oh God. Is she gonna be okay?,train
Ross Geller,Go!,train
Rachel Green,"I'm sorry, I can't!",train
Ross Geller,Yes you can!,train
Rachel Green,I can't!,train
Ross Geller,Hey! Hey! Come on! You can! I know you can do this! Let's go!,train
Rachel Green,"I can't. Please, you do it for me.",train
Ross Geller,No! Come on let's-One more time! One final push! Ready? 1...2...3!,train
Ross Geller,Keep pushing!,train
Rachel Green,Are you okay?,train
Ross Geller,You have no idea how much this hurts. Keep going! Keep going!,train
Ross Geller,Oh! Oh! She's upside down but she's coming! She's coming!,train
Rachel Green,Oh God!,train
Ross Geller,Oh! Oh my God oh! Oh my God she's here.,train
Ross Geller,Oh she's...she's perfect.,train
Rachel Green,"Oh, she's so tiny. Where'd she go?",train
Ross Geller,Oh it's okay. They're just-they're just wrapping her up.,train
Rachel Green,"Okay. Well be careful with her, she's really tiny.",train
Rachel Green,"Oh hey you. Thanks for coming out of me. I know. Oh. Yeah. Oh, she's looking at me. Hi! I know you.",train
Rachel Green,"No, not yet.",train
Rachel Green,"Oh no, Baby Girl Geller-Green.",train
Rachel Green,Hello baby girl.,train
Phoebe Buffay,Can we come in?,train
Ross Geller,"Oh, come in.",train
Phoebe Buffay,Hi!,train
Joey Tribbiani,There she is!,train
Phoebe Buffay,"Oh, she's so beautiful.",train
Rachel Green,Here.,train
Monica Geller,"Oh my God! She's amazing. Oh, oh I'm so glad you guys got drunk and had sex!",train
Chandler Bing,"It's incredible, I mean one minute she's inside you and then 47 hours later here she is.",train
Joey Tribbiani,She looks so real! Y'know what I mean! She's this whole tiny little person. She already has eyelashes and knees and...uh-oh.,train
Rachel Green,What?,train
Joey Tribbiani,"Oh no-no, no for I second there I counted six fingers, but one was from the other hand so we're good.",train
Phoebe Buffay,"Okay, my turn. My turn. Oh! You're so cute! Oh, I could squeeze your little head! I won't.",train
Monica Geller,What's the matter?,train
Rachel Green,"Oh nothing I... Sorry, I just can't stop crying.",train
Ross Geller,"The doctor says it's completely normal with all the hormones. Plus, you-you're sleep deprived.",train
Rachel Green,So? You guys are all sleep deprived. I don't see you weeping because you put your slippers on the wrong feet. Oh God.,train
Joey Tribbiani,What's the matter now?,train
Rachel Green,I was reliving it.,train
Phoebe Buffay,Ohhh.,train
Chandler Bing,"So, do you know what you're gonna call her yet?",train
Phoebe Buffay,"Oh, wait a minute it's not gonna be Baby Girl? I thought that was so original!",train
Ross Geller,"Uh actually, we-we've narrowed it down to two names.",train
Rachel Green,"Yeah, and y'know what? I love them both, so why don't you just pick one and that'll be it.",train
Ross Geller,"Wow! Umm, okay uh...everyone...this...is Isabella. What?",train
Rachel Green,"That's not her name! I'm sorry, she just doesn't feel like an Isabella.",train
Chandler Bing,So then I guess Ferdinad is out.,train
Joey Tribbiani,What was the other one Ross?,train
Ross Geller,"Umm, Delilah.",train
Rachel Green,Oh great! Suddenly she sounds like a biblical whore.,train
Ross Geller,"So I guess we're back to uh, Baby Girl.",train
Phoebe Buffay,Yay!,train
Rachel Green,Well what are we going to do?,train
Monica Geller,"It's okay honey, you'll find a name.",train
Ross Geller,"Ugh, easy for you to say, you already know what your kids names are going to be.",train
Chandler Bing,You do?,train
Monica Geller,"Yeah, I've had them picked out since I was fourteen.",train
Chandler Bing,"Oh no, it's gonna be named after some snack or baked good isn't it?",train
Rachel Green,Well tell us! What are they?,train
Monica Geller,"Umm, okay. If it's a boy it's Daniel.",train
Rachel Green,And if it's a girl?,train
Monica Geller,I don't want to say.,train
Rachel Green,"Oh, just tell us! We're not gonna want it!",train
Monica Geller,Okay. It's Emma.,train
Rachel Green,Emma! See? I don't want it.,train
Monica Geller,Take it.,train
Rachel Green,What?,train
Monica Geller,It's clearly an Emma.,train
Rachel Green,"Oh honey, but you love that name.",train
Monica Geller,"Yeah, but I love you more. Besides y'know, nothing goes with Bing. So I'm screwed. I mean... Oh, hi Emma. Yeah, that's you. You're our little Em. Oh what's that honey? What? Oh, you want a little cousin? You want a cousin right now?!",train
Chandler Bing,That was amazing.,train
Monica Geller,"I know. Hey, do you realize we may have just changed our lives forever? We may have just started a family. Nine months from now we can be here, having our own baby.",train
Chandler Bing,"And if not, we got to do it on a bucket.",train
Rachel Green,Ohhh! Wow! He kinda takes your breath away doesn't he?,train
Rachel Green,"Oh, I'm fine.",train
Rachel Green,"Oh, I'm not doing it alone. I have Ross.",train
Rachel Green,"Well then he gets a divorce, it's Ross!",train
Rachel Green,Well I-That's never gonna happen with Ross.,train
Rachel Green,Really?,train
Rachel Green,"Well... That's...y'know-That's-We've been alone for the last twenty minutes we're doing okay. Besides y'know what? I-I-Maybe we won't be alone, 'cause lately I-I-things have been happening between me and Ross, y'know? Right before I went into labor, we-we had this kiss. Y'know? So it might be the...the beginning of something.",train
Ross Geller,Hey Janice!,train
Ross Geller,Who's this little guy?,train
Ross Geller,No-no. No.,train
Ross Geller,Okay.,train
Ross Geller,Man! Did you see the kid on that nose?,train
Rachel Green,"Uh-huh. Y'know what I was, I was thinking about?",train
Ross Geller,Huh?,train
Rachel Green,Umm...that kiss before we left the apartment. That was some-something huh?,train
Ross Geller,"Yeah. Yeah, it really was. But we...we gotta be careful. We...we can't let that happen again, y'know?",train
Rachel Green,Right.,train
Ross Geller,I mean we don't want to go down that road do we?,train
Rachel Green,"No! No, of course not. No. That's why I brought it up. They didn't have any sodas?",train
Ross Geller,"Oh my God! I'm sorry, I was talking to this nurse, completely forgot.",train
Rachel Green,That's all right. And so it begins.,train
Phoebe Buffay,Is she in there?,train
Ross Geller,"Yeah. She's putting her down now, that's her.",train
Phoebe Buffay,Oh!,train
Ross Geller,Look at Emma!,train
Phoebe Buffay,"I just can't decide who she looks more alike, you or Rachel?",train
Ross Geller,"Oh what are you kidding? She's gorgeous, it's all Rachel.",train
Phoebe Buffay,"I'm sorry, for the last time, why aren't you two together again? No, I know. I know, because you're not in that place. Which would be fine, except you totally are.",train
Ross Geller,It's...it's complicated okay?,train
Phoebe Buffay,"Yeah that's true. Yeah, you love her. You always have. You have a child together. There is no right answer.",train
Ross Geller,"Look, we've been together. Okay? And then apart, and then together, and then apart, and now we have a baby. It's just if-if we got together again and it didn't work out...I could never do that to Emma. I mean she-she thinking everything- Oh that's...now me. What do they put something in the water in this place? Since Rachel and I we're doing really, we're doing really well right now.",train
Phoebe Buffay,"I know. I know. I know. I know, and if you try to make it more you might wreck it.",train
Ross Geller,"Yeah, exactly.",train
Phoebe Buffay,Right. Or you might get everything you've wanted since you were fifteen.,train
Joey Tribbiani,Hey. I just saw a woman breast feeding both of her twins at the same time; it is like a freak show up here. What's the matter?,train
Rachel Green,Nothing.,train
Joey Tribbiani,What is it? Hey!,train
Rachel Green,Really it's nothing. I'm just...,train
Joey Tribbiani,"Rach come on, what?",train
Rachel Green,I've just been thinking about how my baby and I are gonna be all alone.,train
Joey Tribbiani,What are you talking about alone? What about Ross?,train
Rachel Green,"Oh please, he'll be with his real family, the twins and little miss new boobs.",train
Joey Tribbiani,"Okay, how long was I watching that woman?",train
Rachel Green,"I'm just saying that y'know, someday Ross is gonna meet somebody and...he's gonna have his own life. Right?",train
Joey Tribbiani,"Yeah, I guess so.",train
Rachel Green,I just never thought I would raise this baby all by myself. Pretty dumb huh?,train
Joey Tribbiani,"Hey, listen to me, listen to me...you are never ever gonna be alone. Okay? I promise that's not gonna happen.",train
Rachel Green,Joey. Honey what would I do without you?,train
Joey Tribbiani,You don't have to worry about that okay?,train
Rachel Green,"Oh, hon can you grab me my other box of tissues? They're right on that chair under Ross's coat.",train
Joey Tribbiani,Sure.,train
Rachel Green,Okay.,train
Joey Tribbiani,My God.,train
Rachel Green,Joey.,train
Rachel Green,Oh my God. Okay.,train
Rachel Green,Joey.,val
Rachel Green,Oh my God. Okay.,val
Rachel Green,So uh...I guess we should...make it official huh?,val
Joey Tribbiani,Uh... Look Rach... Hey Ross is here! Hey look! It's my good friend Ross. Hey Ross.,val
Ross Geller,Hey Joey. Hey you.,val
Rachel Green,Hey you.,val
Joey Tribbiani,"Hey and look he brought flowers. Thanks Ross, but I'm really more of a candy guy.",val
Ross Geller,"You're weird today. Listen I uh, wanted to talk to you about something.",val
Rachel Green,"Uh yeah, actually I kinda need to talk to you too.",val
Ross Geller,"Uh Joey, can you give us just a minute?",val
Joey Tribbiani,No.,val
Ross Geller,What?,val
Joey Tribbiani,"Oh, I'm sorry. I meant no.",val
Monica Geller,Hi! Hey look who's here!,val
Chandler Bing,He pulled a quarter out of my ear!,val
Ross Geller,"Hey, where's uh, where's mom?",val
Monica Geller,"Oh, Aunt Liddy's coming? That means we get five dollars each!",val
Chandler Bing,Okay. Wow.,val
Ross Geller,"Uh Dad, Emma's in the nursery. I'll take you now. If you want, but I really want to talk to you.",val
Rachel Green,"I know, I still need to talk to you.",val
Joey Tribbiani,"Oh hey but, before you guys do that I need to talk to you, and Ross, I need to talk to you.",val
Phoebe Buffay,Oh and I need to talk to you.,val
Monica Geller,About what?,val
Phoebe Buffay,To see if know what these guys are talking about.,val
Monica Geller,Isn't she beautiful?,val
Ross Geller,What about Ben?,val
Phoebe Buffay,"Have umm, have you thought anymore about you and Rachel?",val
Ross Geller,"Oh well yeah, actually I was going to talk to her when you guys all came in the room.",val
Phoebe Buffay,"Yay! It's so exciting! Wow, you could've done that with us there.",val
Ross Geller,Yeah right.,val
Phoebe Buffay,"Oh sure okay, you can touch yourself in front of us but you can't talk to Rachel.",val
Ross Geller,What?! When have I ever touched myself in front of you guys?,val
Phoebe Buffay,"Oh please! Just before when you were asleep in the lounge! That Armenian family was watching you instead of the TV. Oh, that reminds me. That Mr. Hasmeje still has my Gameboy.",val
Joey Tribbiani,"Hey Chandler, can I talk to you for a second?",val
Chandler Bing,Sure.,val
Joey Tribbiani,Dude I just did something terrible.,val
Chandler Bing,That was you?! I thought it was Jack!,val
Joey Tribbiani,"No! No, that was Jack! Rachel thinks I asked her to marry me!",val
Chandler Bing,What?! Why does she think that?,val
Joey Tribbiani,Because it kinda looked like I did.,val
Chandler Bing,"Again, what?!",val
Joey Tribbiani,"Okay well, I was down on one knee with the ring in my hand.",val
Chandler Bing,As we all are at some point during the day.,val
Joey Tribbiani,It wasn't my ring! It fell out of Ross's jacket! And when I knelt down to pick it up Rachel thought I was proposing!,val
Chandler Bing,Ross had a ring?! And he was gonna propose?,val
Joey Tribbiani,I guess.,val
Chandler Bing,And you did it first?! This is gonna kill him! You know how much he loves to propose!,val
Joey Tribbiani,I know! I know it's awful.,val
Chandler Bing,"Well, what did she say?",val
Joey Tribbiani,She said yes.,val
Chandler Bing,Does Ross know?,val
Joey Tribbiani,"Oh God, what the hell am I going to tell him?",val
Chandler Bing,Well maybe you don't have to tell him anything.,val
Joey Tribbiani,"Oh, I like that. Yeah.",val
Chandler Bing,"If you clear things up with Rachel then Ross never needs to find out, but you have to do it now before he hears about it and kicks your ass!",val
Joey Tribbiani,Now let's not get carried away.,val
Monica Geller,I want a baby.,val
Chandler Bing,"Honey, we've been over this. I need to be facing the other way.",val
Monica Geller,"Come on! Come on, if we have sex again it'll double our chances of getting pregnant. Do you think that closet's still available?",val
Chandler Bing,"I'm so tired. Yeah okay, but no foreplay.",val
Monica Geller,Deal!,val
Ross Geller,Dad seriously! Y'know you really should see someone about that!,val
Ross Geller,"I wanna go talk to Rachel for a minute, are you gonna be okay alone for a bit?",val
Ross Geller,Actually umm...,val
Phoebe Buffay,Hey!,val
Rachel Green,Hi.,val
Phoebe Buffay,Are you all right?,val
Rachel Green,Uhh... I think I just got engaged.,val
Phoebe Buffay,Oh my God! He did it?,val
Rachel Green,Well...did you know he was gonna ask me?,val
Phoebe Buffay,Are you kidding? I'm like the one who talked him into it. I like to think of myself as the puppet master of the group.,val
Rachel Green,And you really think this is a good idea?,val
Phoebe Buffay,"I just talked him into it, don't tell me I have to do you too. The puppet master gets tired people.",val
Rachel Green,I just don't know! It just doesn't feel right.,val
Phoebe Buffay,"Why?! You two are so meant to be together, everybody thinks so.",val
Rachel Green,Really?! Even Ross?,val
Phoebe Buffay,Especially Ross!,val
Joey Tribbiani,"Oh uh, hey Pheebs. Uh y'know what? I'll-I'll come back later.",val
Ross Geller,"Wow! Kind of uh, kind of a full house here. I'll guess just...I'll come back.",val
Phoebe Buffay,"There he goes, your fiance.",val
Rachel Green,I guess so.,val
Phoebe Buffay,Although he does play with himself in his sleep.,val
Rachel Green,I can't say that I'm surprised.,val
Ross Geller,"Dad, what are you doing?",val
Joey Tribbiani,"It can't be me, I'm standing right here.",val
Ross Geller,No!,val
Ross Geller,Y'know what? I don't like you without mom. Come on.,val
Joey Tribbiani,We're not peeking?,val
Chandler Bing,"Hello sir, you know Monica.",val
Joey Tribbiani,"Hey uh, is it okay to come in?",val
Rachel Green,"Of course! Oh Joey, this ring I...it's beautiful I love it!",val
Joey Tribbiani,"Yeah uh look Rach, there's something I gotta tell ya.",val
Rachel Green,Hey!,val
Rachel Green,"Yeah! Hi Emma. Hey, why do you think she won't take my breast?",val
Joey Tribbiani,Yowsa!,val
Rachel Green,"Okay sweetie, you can do it. Just open up and put it in your mouth.",val
Joey Tribbiani,Dear Lord.,val
Rachel Green,"I'm sorry honey, what were you saying?",val
Joey Tribbiani,"Oh uh-uh yeah, I think that.",val
Rachel Green,"Oh look, she's pulling away again! Do you think my nipples are too big for her mouth? She looks scared. Doesn't she look scared?",val
Joey Tribbiani,"Y'know, I don't really know her.",val
Joey Tribbiani,Are you kidding me?!,val
Rachel Green,It's just so frustrating! Why doesn't she want my breast?!,val
Joey Tribbiani,I don't know! Maybe she's crazy!,val
Phoebe Buffay,Oh hey! Wait up!,val
Ross Geller,Hi!,val
Phoebe Buffay,Congratulations! I didn't want to say anything in front of Joey 'cause I didn't know if he knew yet.,val
Ross Geller,"What, that we had a baby? Come on let's give him a little credit, although, he did eat a piece of plastic fruit earlier.",val
Phoebe Buffay,"No! No, that you and Rachel are engaged!",val
Ross Geller,What?,val
Phoebe Buffay,"Oh, it's a secret. Oh goodie! Yes! We haven't done the secret thing in a long time.",val
Ross Geller,"Phoebe, there is no secret. Okay? I didn't propose.",val
Phoebe Buffay,Are you lying? Is this like that time you tried to convince us that you were a doctor?,val
Ross Geller,I am a doctor! Y'know what? I'm just gonna go and talk to Rachel myself.,val
Phoebe Buffay,"All right, me too. Should we wake her up?",val
Ross Geller,"No! No, come on let her sleep! She's so exhausted.",val
Phoebe Buffay,And so engaged.,val
Ross Geller,What? Oh my God! She-she thinks we're engaged! Why? Why? Why would she think we're engaged?!,val
Phoebe Buffay,Perhaps because you gave her an engagement ring? Y'know Ross doctors are supposed to be smart.,val
Ross Geller,I didn't give her that ring!,val
Phoebe Buffay,Really?,val
Ross Geller,No!,val
Phoebe Buffay,So whose ring is it?,val
Ross Geller,It's mine.,val
Phoebe Buffay,Is it an engagement ring?,val
Ross Geller,Yes!,val
Phoebe Buffay,But you didn't give it to her?,val
Ross Geller,No!,val
Phoebe Buffay,But you were going to propose?,val
Ross Geller,No!!,val
Phoebe Buffay,"Huh, I might be losing interest in this.",val
Ross Geller,"Look. Look, my mom gave me that ring because she wanted me to propose to Rachel, but all I wanted to do is if she maybe...kinda...wanted ah...start...things up again.",val
Phoebe Buffay,"Oh, what beautiful lukewarm sentiment.",val
Ross Geller,"Look, I didn't want to rush into anything. And it seemed like she didn't want to either. But I don't, I don't understand how any of this happened! What? Did she find the ring in my jacket, assume that I was going to propose, throw it on, and-and just start telling people?",val
Phoebe Buffay,"No! No, she said you actually proposed to her.",val
Ross Geller,Well I didn't! I didn't propose! Unless uh... Did I? I haven't slept in forty hours and...it does sound like something I would do.,val
Chandler Bing,"Look, we can't stay in here forever.",val
Monica Geller,"Oh, I still can't believe my dad saw us having sex! He didn't make it to one of piano recitals, but this he sees!",val
Chandler Bing,"This is okay. We're all adults here; there's nothing to be ashamed of. Now, let's put our underwear in our pockets and walk out the door.",val
Monica Geller,Hi Dad! I can still call you that right?,val
Chandler Bing,"I just want you to know that what you witnessed in there, that wasn't for fun.",val
Monica Geller,It wasn't fun?!,val
Chandler Bing,"Why? Why-why-would you-Wh-why... Look, I just don't want you to think that we're animals who do it whenever we want.",val
Monica Geller,"The truth is, Dad, we're-we're trying.",val
Monica Geller,"Yeah, we're trying to get pregnant.",val
Monica Geller,"Well, that's okay dad, we-we can wait until later.",val
Monica Geller,Daddy?!,val
Chandler Bing,"That's funny, this conversation's how I got the bullet hole in my head.",val
Monica Geller,Daddy! I don't think we need to hear about the specific positions you and mom had sex.,val
Monica Geller,I don't feel good right now.,val
Chandler Bing,"Seriously sir, my brains? All over the wall.",val
Monica Geller,Hey.,val
Rachel Green,Hey. I need to tell you something.,val
Monica Geller,"Well, now's a good time. I'm on my way to have my ears cut off.",val
Rachel Green,Joey asked me marry him.,val
Monica Geller,What?,val
Rachel Green,Joey proposed to me.,val
Monica Geller,Is he crazy?! You just had Ross's baby!,val
Rachel Green,"Well, I-I said yes.",val
Monica Geller,"What?! Are you crazy? You just had Ross's baby! It's-it's so inappropriate. No, it's worse than that. It's wrong. It's... It is bigger than mine!",val
Rachel Green,"I know. Days of Our Lives, thank you very much.",val
Monica Geller,You can't marry him!,val
Rachel Green,Why not? I don't want to do this alone! And he's such a sweet guy and he loves me so much.,val
Monica Geller,Well do you love him?,val
Rachel Green,Sure.,val
Monica Geller,Sure?,val
Rachel Green,"Yeah, I mean whatever.",val
Monica Geller,"Honey, the question is...do you really want to marry Joey?",val
Rachel Green,"No. No, I don't. Could you be a dear and go tell him?",val
Chandler Bing,You still haven't told Rachel you weren't really proposing?,val
Joey Tribbiani,"No! She had the ring on, she seemed so excited, and then she took her breast out.",val
Chandler Bing,"Joey, you have to tell her what's going on! And what did it look like?!",val
Joey Tribbiani,I didn't look at it. Stupid baby's head was blocking most of it.,val
Chandler Bing,Go and tell Rachel right now before Ross finds out.,val
Joey Tribbiani,"Look, it's not that easy. She said she wanted to marry me. I don't want to hurt her.",val
Chandler Bing,"Okay, look, just do it gently.",val
Joey Tribbiani,"You're right. You're right. I-I'll go tell her now before Ross finds out and I'll be gentle. I can do that. I am a gentle person. Oh, by the way. Two people screwing in there if you want to check that out.",val
Ross Geller,Hey.,val
Rachel Green,Hey.,val
Ross Geller,"Listen, I um... I heard about the engagement.",val
Rachel Green,Surprised?,val
Ross Geller,"And confused. Rach, sweetie, I-I um...I didn't propose to you.",val
Rachel Green,I know.,val
Ross Geller,I don't think you do.,val
Rachel Green,You didn't propose to me. Joey did.,val
Ross Geller,"Poor baby, you're so tired. Rach, I didn't propose to you, Joey didn't propose to you, and Chandler didn't propose to you.",val
Rachel Green,"Uh... You didn't propose to me, Chandler didn't propose to me, but Joey did.",val
Ross Geller,Joey proposed to you?,val
Joey Tribbiani,I can come back.,val
Ross Geller,"Hey, wait! Wait-wait-wait! Joey, did you propose to her?",val
Joey Tribbiani,No.,val
Rachel Green,Yes you did!,val
Joey Tribbiani,"Actually, technically, I didn't.",val
Rachel Green,Well then why did you give me a ring?,val
Ross Geller,"Wait! Whoa-whoa, you...you gave her the ring?",val
Joey Tribbiani,"No! No, and I did not ask her to marry me!",val
Rachel Green,"Yes, you did!",val
Joey Tribbiani,"No, I didn't!",val
Rachel Green,"Yes, you did!",val
Joey Tribbiani,"No, I didn't!",val
Rachel Green,"Yes, you did! And don't you say, ""No, I didn't!""",val
Joey Tribbiani,Ahhh!,val
Rachel Green,He was right there. He got down on one knee and proposed.,val
Ross Geller,Whoa! You were down on one knee?,val
Joey Tribbiani,"Yeah. Yeah, that looks bad. But I didn't...I didn't propose!",val
Ross Geller,Then what did happen?,val
Rachel Green,"Yeah, what did happen?",val
Joey Tribbiani,"Okay, the ring fell on the floor and I went down to pick it up and you thought I was proposing.",val
Rachel Green,"Yeah, but you said, ""Will you marry me?""",val
Joey Tribbiani,"No, I didn't!",val
Rachel Green,"Yes, you did!",val
Joey Tribbiani,"No, I didn't!",val
Rachel Green,"Yes, you did-Oh my God you didn't! Well then why didn't you tell me that before?!",val
Joey Tribbiani,"Well I tried, but people kept coming in and then you took your breast out!",val
Ross Geller,"Whoa! Hey! Whoa-whoa-whoa, you saw her breast?!",val
Joey Tribbiani,I'll tell you about it later. Be cool.,val
Rachel Green,"Well then Joey, what the hell were you doing with an engagement ring?!",val
Joey Tribbiani,"It wasn't my ring! It's Ross's ring! That's why I felt so bad Rach, because he was going to propose.",val
Ross Geller,What?!,val
Rachel Green,You were gonna propose to me?,val
Ross Geller,Uhh... No.,val
Joey Tribbiani,"Well, this is awkward.",val
Ross Geller,"But I-I was going to see if y'know, maybe you uh, start dating again but that-I mean that-that was all, Rach.",val
Joey Tribbiani,"Dude, step up! I proposed.",val
Ross Geller,"No, you didn't!",val
